"recipeId","direction"
35,"Place a large straight-sided skillet over medium-high heat. While the pan heats up, finely chop the onion, about 1 heaping cup. Add the canola oil to the pan and swirl to coat. Add the onion and a large pinch of salt and cook, stirring occasionally, until lightly browned, about 3 minutes. Meanwhile, finely grate the garlic into the tomato paste and add to the onions along with the curry powder, garam masala and 1/4 cup water. Stir to combine and cook for 1 minute, stirring constantly. Stir in the chicken stock and bring to a strong simmer. Cut the chicken tenders in half crosswise, sprinkle liberally with salt and stir into the sauce. Cook, stirring occasionally, until the chicken is just cooked through, about 5 minutes."
35,"Reduce the heat to a low simmer and stir in the peas and 1/4 cup yogurt. Cook until the peas are just warmed through, about 1 minute. Season to taste with additional salt if needed. Divide among 4 bowls. Top each with the remaining yogurt and serve with warm naan bread."
36,"Preheat the broiler."
36,"Grate the shallot over a large bowl. Add the meat loaf mix, breadcrumbs, half the ketchup, egg, Worcestershire sauce, 1 teaspoon salt and several grinds of pepper. Use your hands to thoroughly combine the mixture, then divide it into 4 equal balls and shape each into a patty a little less than 1/2 inch thick. Arrange on a baking sheet and broil until the tops of the patties begin to firm up and brown, 3 to 4 minutes. Flip the patties with a metal spatula and continue to broil until cooked through, 2 to 3 minutes more."
36,"Brush each patty with some of the remaining ketchup and top each with a slice of cheese. Continue to broil until the cheese melts, about 30 seconds more."
36,"While the patties broil, put the green beans, butter, 1 tablespoon water, 1/2 teaspoon salt and a few grinds of pepper in a medium microwave-safe bowl. Cover and microwave until hot, 4 to 5 minutes."
36,"Open the buns and spread the cut sides with mayonnaise. Place a lettuce leaf and patty in each. Serve each sandwich with a small bowl of green beans."
37,"Heat a large cast-iron skillet over medium-high heat. Combine the shrimp, chili powder and a large pinch of salt in a medium bowl and stir to combine. Add the canola oil to the hot skillet and swirl to coat. Add the shrimp and cook until the shrimp is no longer opaque and just cooked through, turning only once, about 2 minutes. Transfer the shrimp to a serving bowl and cover loosely with foil to keep warm."
37,"Stir 2 tablespoons of water into the skillet with the dripping, using a wooden spoon or heat-proof spatula to scrape up any browned bits at the bottom of the skillet. Reserve 1 tablespoon scallions for garnish and add the rest to the skillet. Cook until the scallions are slightly softened, stirring frequently, about 1 minute. Add the beans and a large pinch of salt and cook until warmed through, about 1 minute. Turn off the heat and reserve."
37,"In a large bowl, stir together the chipotle mayonnaise, lime zest and juice and a large pinch of salt. Add the coleslaw mix and half of the cilantro and stir to combine."
37,"Serve the shrimp alongside the beans, coleslaw, remaining cilantro, scallions, sour cream or Mexican crema, lime wedges and warm tortillas."
38,"Cut the steak along the grain into 3-inch pieces, then slice each piece across the grain into 1/3-inch-thick strips. Toss the steak in a medium bowl with the chili powder, oregano, sugar, 3/4 teaspoon salt and a few grinds of pepper."
38,"Heat a large nonstick skillet over high heat. Meanwhile, wrap the tortillas in a clean dishtowel, and microwave at 100 percent for 1 minute. Let sit, wrapped in the dishtowel, until ready to serve."
38,"When the skillet is hot, add the oil. Add the seasoned steak in an even layer. Don't stir for 2 minutes, then give the steak a good stir and let cook until browned, about 1 1/2 minutes more. Transfer the steak to a medium bowl. Immediately add the onions to the skillet, and stir until brown and slightly softened, about 1 1/2 minutes; transfer to the bowl with the steak, and stir to combine."
38,"Set up a taco bar with the steak and onions, wrapped tortillas, sour cream, guacamole, salsa verde, pico de gallo and cheese."
39,"Prepare the rice according to the package directions. Peel and finely grate the ginger and put it into a small baking dish or medium bowl along with the soy sauce, garlic chili sauce and sesame oil. Whisk to combine."
39,"Place a large saute pan over medium-high heat. Cut the baked tofu into 1-inch-by-1/2-inch pieces and add to the marinade. Stir to combine and reserve. Fill a small measuring cup or bowl with cold water and keep by the stovetop."
39,"Add the canola oil to the hot pan and swirl to coat. Add the shiitake mushrooms and cook until tender and browned in spots, stirring frequently, about 2 minutes. Add the stir-fry vegetable mix and a large pinch of salt. Cook until crisp tender, 3 to 5 minutes (the cooking time will depend on the size of the vegetables in the mix). If at any time the pan seems too hot, stir in 1 to 2 tablespoons water. Add the marinated tofu to the vegetables along with 2 tablespoons water. Cook until the tofu is warmed through, 1 to 2 minutes."
39,"Transfer the stir-fry to a large platter. Scatter the cashews on top and serve alongside the rice."
40,"Add water and salt to a pot for pasta and bring to a boil. Add the stock to a pot and heat over medium-high heat until hot."
40,"Put a large pot over medium heat and add the olive oil. Add the chicken, sprinkle with salt and pepper and cook, stirring, until the chicken begins to brown, 2 to 3 minutes."
40,"Meanwhile, add the pasta to the boiling water and cook according to the package instructions."
40,"Add the celery, bell pepper, onion, carrot and zucchini to the pot with the chicken. Add the red pepper flakes and season with salt and pepper. Cook until the vegetables begin to soften, 2 to 3 minutes. Add the tomatoes, beans, basil, oregano and hot stock. Bring to a boil and simmer for 5 minutes. Taste and adjust the seasoning with salt and pepper."
40,"Drain the pasta and add it to the soup. Stir in the chopped parsley. Serve with a dollop of pesto and a sprinkling of Parmesan."
41,"Soak the skewers in water and heat a grill pan over medium to medium-high heat while you make the dressing."
41,"In a jar, add the olive oil, vinegar, sugar, oregano, red pepper flakes and some salt and pepper. Shake to combine. Pour half the dressing over the chicken strips in a bowl and stir to combine."
41,"In another bowl, add the cucumber, tomatoes and red onion. Pour the remaining dressing over and stir gently."
41,"Thread the chicken strips onto the skewers. Grill until cooked through and charred, 3 to 4 minutes per side. Remove and let cool."
41,"Top the salad with the feta cheese. Serve with the chicken skewers, olives, pita bread and Roasted Red Pepper Hummus."
41,"Add the chickpeas to a food processor with the tahini, cumin, garlic, red peppers, lemon juice and some salt. Pulse until the mixture is smooth and combined but do not overmix. Add 3 to 5 tablespoons water as necessary to facilitate blending. At the end, add the olive oil and pulse no more than 3 times to incorporate."
42,"Preheat the oven to 350 degrees."
42,"Place the veal, pork, beef, chives, thyme, parsley, eggs, Panko, milk, salt and pepper in a large mixing bowl."
42,"Heat a medium saute pan over medium-high heat and film it with extra-virgin olive oil. When the oil is hot, add the celery and onion to the pan and cook, stirring, until softened. Remove the celery and onion from the pan and let cool. When the mixture is cool, add it to the mixing bowl with the other ingredients."
42,"Using clean hands, mix the ingredients until well combined and everything is evenly distributed. Place a piece of parchment paper on a sheet pan (it should have sides at least 1 1/2 inches high to prevent grease runoff from the pan). Place the meat on the sheet pan and pat it and punch it down to remove any air pockets. Shape the meat into a loaf (about 14 1/2 inches long by 5 inches wide by 2 inches high). Place the sheet pan in the oven and bake 40 to 50 minutes or until a meat thermometer indicates an internal temperature of 155 to 160 degrees. Remove the meatloaf from the oven and let it rest for 10 minutes."
42,"Meanwhile, for the sauce, combine the broth, roasted garlic and butter over medium-high heat and simmer for about 10 to 15 minutes, or until lightly thickened. Add 1 teaspoon of each of the chopped thyme, chives and parsley. Slice the meatloaf into serving portions and spoon the hot sauce over the meatloaf and serve."
43,"Preheat the oven to 350 degrees F."
43,"Heat the olive oil in a large (12-inch) saute pan over medium heat. Add the onion and celery and cook for 5 to 7 minutes, stirring occasionally, until the onion is translucent but not browned. Set aside to cool slightly."
43,"Place the beef, veal, pork, parsley, thyme, chives, eggs, milk, salt and pepper in a large mixing bowl. Put the panko in a food processor fitted with the steel blade and process until the panko is finely ground."
43,"Add the onion mixture and the panko to the meat mixture. With clean hands, gently toss the mixture together, making sure it's combined but not compacted."
43,"Place a piece of parchment paper on a sheet pan. Pat the meat into a flat rectangle and then press the sides in until it forms a cylinder down the middle of the pan (this will ensure no air pockets). Bake for 40 to 50 minutes, until a thermometer inserted in the middle reads 155 degrees F to 160 degrees F. Remove from the oven and allow to rest for 10 minutes. Slice and serve hot with the Garlic Sauce."
43,"Combine the oil and garlic in a small saucepan and bring to a boil. Lower the heat and simmer for 10 to 15 minutes, until lightly browned. Be careful not to burn the garlic or it will be bitter. Remove the garlic from the oil and set aside. (I save the oil for vinaigrettes.)"
43,"Combine the chicken stock, butter and cooked garlic in a medium saucepan and bring to a boil. Lower the heat and cook at a full boil for 35 to 40 minutes, until slightly thickened. Mash the garlic with a fork, whisk in 1/2 teaspoon salt and 1/4 teaspoon pepper, and taste for seasonings. Spoon the warm sauce over the meatloaf."
44,"Prepare yeast dough and let rise. Put onions and oil in heavy pot or skillet, cover, and cook over medium heat until soft and beginning to brown (about 15 minutes). Fry bacon, drain, and reserve."
44,"Preheat oven to 375 degrees F."
44,"Press down raised crust dough and roll out to 1/4-inch thick. Line an 8 1/2 by 14-inch pan with the dough. Roll the edges down and tuck under to form an even 2-inch rim. Let crust recover about 15 minutes. Then spread bacon and onions evenly over the bottom. Beat the eggs until lemon colored and combine with sour cream. Spread over onions. Scatter caraway seeds on top. Bake for 30 to 40 minutes."
44,"For the French Canadian Pea Soup: Soak peas overnight and drain. Put all ingredients into the pot. Bring to a boil for 2 minutes. Remove and let stand 1 hour. Put back onto the heat and bring to a boil. Lower heat, cover, and simmer 1 hour or more until peas are tender. Add salt and pepper. Reheat before serving. Usually tastes better second time around."
45,"In a large bowl, mix together the iceberg lettuce, cut tomatoes, celery stalks, Swiss cheese, ham, and Spanish olives."
45,"Mix garlic, oregano, and Worcestershire sauce in a bowl. Beat until smooth with a wire whisk. Add olive oil, gradually beating to form an emulsion. Stir in vinegar and lemon juice and season with salt and pepper. Add dressing to salad and toss well. Add Romano and toss again."
46,"Heat pan or griddle. Stir together pancake mixes and water and let stand for 5 minutes. Ladle about 3 ounces of batter on griddle and distribute apple over exposed side. Turn when bubbles start to break, taking care not to pat the pancakes. Cook until they spring back when touched. Serve with butter and your favorite maple syrup."
47,"Pour brandy over nectarines and soak for about 30 minutes."
47,"For the lemon cream: Pour the milk and heavy cream into a heavy bottomed saucepot and add vanilla and lemon liqueur. Add half the sugar to the pot and bring to a simmer (just below a boil). In a small bowl whisk together the egg yolks and the rest of the sugar and temper it by adding a small amount of the heated milk mixture to the bowl while whisking constantly (known as a liaison). Now pour the liaison (egg mixture) into the milk pot, stirring constantly. You are only heating it. Do not boil. Do not cook. The idea of a liaison is to incorporate the eggs and avoid making them into scrambled eggs! You want the mixture to begin to thicken so it will coat the back of a spoon. Remove from heat and whisk in lemon zest, and allow to cool, then remove vanilla pod and discard, and refrigerate until chilled."
47,"Place nectarines cut side up in a pan and sprinkle with 1 tablespoon sugar. Spoon brandy around nectarines, cover and heat nectarines and brandy briefly. Then remove cover and spoon warmed brandy over nectarines. * Remove from the heat and ignite with a long match to flambe. Alternatively, you can grill the brandy soaked nectarines until they begin to caramelize. Allow nectarines to cool to room temperature."
47,"Place 2 nectarines on each serving dish, and top with lemon cream and blackberries."
48,"In a small bowl stir together the tofu, shallot, curry powder and hot pepper sauce. Refrigerate for at least 1 hour. Serve with pita chips."
49,"Place red potatoes in a pot and cover with water. Place pot on stove, cover and bring to a boil. Liberally salt water with coarse salt. Place a colander over boiling pot. Take your first ingredient from the bean salad, 1/2 pound cut fresh green beans, and place them in the colander. Cover the colander with pot lid. Steam beans 5 minutes while potatoes boil below. Remove beans and cold shock under running water. Drain green beans and set aside."
49,"When the potatoes are just tender, about 12 minutes, remove from heat, turn off burner, drain potatoes and cold shock them under running water until just cool enough to handle. Coarsely chop potatoes and return them to the warm pot. Add peppers, onions, mint, parsley and vinegar to the pot. Toss to allow the vinegar to absorb into the potatoes. Add oil and stir the potatoes until they mash up a bit and salad has a spoonable consistency. Season with salt and pepper, to taste, and transfer to a serving bowl."
49,"In a bowl, combine mustard, sugar and vinegar. Whisk in oil. Add kidney beans, garbanzo beans, green beans and parsley to the bowl and toss to coat bean salad evenly with dressing. Season salad with salt and pepper, to taste, and serve."
50,"Adjust the seasoning on both tomato mixtures. Serve them, accompanied by the grilled bread slices, letting guests top their bruschettas to taste.;"
51,"For the filling: Sprinkle cabbage with the 1/2 tablespoon of salt and let stand for 30 minutes. Place the cabbage on a clean dishtowel or cheesecloth and squeeze out any water. The dryer the cabbage the better. In a large bowl thoroughly mix the cabbage with all of the other ingredients, except the chicken stock. Cook a tester to check the seasoning."
51,"For the dough: In a stainless steel bowl mix flour and salt. Slowly add hot water to flour in 1/4 cup increments. Mix with chopsticks until a ball is formed and the dough is not too hot to handle. On a floured surface, knead dough until it becomes a smooth, elastic ball. Place back in bowl and cover with a damp cloth. Allow to rest for at least 1 hour. Working on a floured surface with floured hands, roll out dough to form a long 'noodle', 1-inch in diameter. Cut 1/2-inch pieces and turn them over so the cut sides are facing up. Flatten with your palm and roll out thin using a rolling pin. The dumpling wrapper should end up about 3 inches in diameter."
51,"Making the dumplings: Place a small mound of filling in the middle of the wrapper. (Be very careful not to touch the edges with the filling as this will impede proper sealing of the dumplings. Nothing is worse than dumplings breaking during cooking.) Fold the wrapper in half to form a half-moon shape. Starting on one end fold/pinch the wrapper tightly together. Proceed with this fold/pinch method until the dumpling is completely sealed. There will be approximately 10 to 14 folds per dumpling. Rest the dumplings with the folded edges straight up."
51,"Cooking the dumplings: In a hot saute pan coated well with oil, place pot stickers flat side down and cook until the bottom is browned. Have pan cover ready and add 1 cup of chicken stock, cover immediately. Be careful, the liquid will splatter! The stock will steam the pot stickers. Check them in 5 minutes as more stock may be needed. The trick here is that once the dumplings are firm and fully cooked the stock will evaporate and the bottoms will crisp up again."
52,"Heat a large skillet over medium heat and drop dime-sized dollops of sausage into the pan. Cook until golden brown, approximately 12 to 15 minutes. Remove from the pan to a plate and set aside."
52,"After removing sausage add a 1/4 cup of canola oil to the pan and stir in 1/2 cup of flour. Stir to create a roux, and cook for approximately 3 to 4 minutes. Slowly add the chicken stock, stirring while you pour and let simmer, stirring frequently, until it thickens, approximately 6 to 8 minutes."
52,"In a separate saucepan heat 2 cups of canola oil on medium-high heat until it reaches 350 degrees F."
52,"In a large bowl combine the stuffing, parsley, thyme, and scallions and mix together. Take quarter-sized or 1 tablespoon of stuffing mix and wrap it around the individual sausage balls. Cover the sausage completely and set aside"
52,"Once all of the sausage balls have been coated in stuffing, dredge them in the remaining 1/2 cup of flour. When all the balls are lightly coated in flour, carefully drop them into the hot oil and fry until golden brown, about 2 to 3 minutes. Remove them from the oil, to a paper towel lined plate to drain. Once all of the balls have been fried and drained turn off the heat to the gravy and add the fried sausage stuffing balls. Stir gently to coat the balls with the gravy and transfer to a serving bowl or platter. Garnish with chopped parsley and serve."
53,"In a saucepan of actively boiling lightly salted water, blanch the potatoes for 8 to 10 minutes, or until the tines of a fork will just pierce the surface. Drain and, when cool enough to handle, cut them in half and score the cut side of each with the tines of a fork."
53,"Preheat the oven to 375 degrees and heat a large cast-iron skillet over medium heat."
53,"In a bowl, combine the potatoes with the olive oil, oregano, salt, and pepper and toss together until evenly coated. Transfer the potatoes to the hot skillet and spread them out into an even layer so they are hardly touching each other. Heat until sizzling, then transfer the skillet to the hot oven. Toast, turning over every 10 minutes, for about 30 minutes, until very crisp and golden."
53,"While the potatoes are roasting, heat a large non-stick skillet over medium-high heat and add 2 tablespoons water. Cook the sausages for about 20 minutes, turning occasionally and pouring off the fat as it accumulates. Drain the sausages briefly on a double thickness of paper towels and slice them 3/4 thick."
53,"Place a slice of sausage on top of each roasted potato half and secure with a toothpick. Assemble the hors d'oeuvres on a platter and squeeze a little lime juice over them. Serve, accompanied by Avocado Salsa."
54,"Cake Preparation: Preheat oven to 350 degrees F. Spray each cake pan with non-stick cooking spray, line with parchment paper and spray again. Follow directions on cake mix boxes to create 3 cakes of each size, but substitute grape juice for water in cake recipes. Bake each cake as per directions on box or until toothpick inserted into center of cake comes out clean. Cool cakes in pans on cooling racks and cool completely. After removing cakes from pans and parchment paper, cut each cake in half horizontally and level off tops of each section by slicing thin layer off top."
54,"Filling and Frosting Preparations: In a large bowl, combine frosting with a few drops of Champagne extract, stirring well. For each size cake, place bottom layer atop cardboard round of matching diameter. Pipe a ring of lemon frosting around top edges of bottom layer. Fill in center with raspberry jam. Stack next layer of cake atop this and repeat ring of frosting. Fill in center with lemon curd. Stack top layer of cake atop this with smooth edges facing upward. Spread icing over entirety of cake. Repeat this process to create a 14-inch cake, a 10-inch cake, and a 6-inch cake, which will make up finished wedding cake. Stack layered cakes atop one another from largest to smallest."
54,"To Assemble: Without removing the cardboard rounds from underneath the cakes, place the 14 inch cake onto serving platter. Cut dowel rods into 5 sections the height of the 14 inch cake, and 5 sections the height of the 10 inch cake. Carefully insert 4 dowel rods around the middle perimeter of the 14-inch cake and 1 in the middle. Stack the 10-inch cake atop the 14-inch cake. Repeat dowel insertion process for the10-inch cake. Stack the 6-inch cake atop the 10-inch cake. Cover up cardboard by piping icing around perimeter base of each cake. Dust mini green grapes liberally with powdered sugar and adorn cakes with them. Further adorn cake with white ribbon. Find mate, wed, serve."
54,"*Champagne extract is available at most specialty baking and cake decorating stores. ."
55,"Simmer eggs in lightly salted water for 12 to 15 minutes. Run under cold water until eggs are cool, then crack and peel cleanly. Split eggs neatly and remove yolks. In a large mixing bowl blend lobster, mustard, shallots, mayonnaise, capers and chives. Season with salt and pepper. Fill eggs with lobster salad and garnish with chives."
56,"Make batter: In a blender blend batter ingredients until smooth and transfer to a bowl. Let batter stand, covered, 1 hour."
56,"Preheat oven to 425 degrees."
56,"Put 2 mini-muffin pans (each containing twelve 1 3/4 by 1-inch cups) on 1 baking sheet and spoon 1 teaspoon oil into each cup. Put the baking sheet in middle of oven 3 minutes to heat oil in cups. Working quickly, pour 2 teaspoons batter into hot oil in each cup and bake in middle of oven 18 minutes, or until pudding shells are golden and puffed. Remove shells from cups with tongs and cool on racks. Repeat procedure with remaining batter. Shells may be made 3 days ahead and chilled, covered, or 1 month ahead and frozen in airtight containers. Bring shells to room temperature and recrisp in a 300 degree oven 10 minutes."
56,"In a small bowl stir together sour cream, horseradish, and parsley and transfer to a small pastry bag fitted with 1/8-inch plain tip."
56,"Fold a few beef slices into each shell and pipe 1 teaspoon horseradish cream onto each pudding. Garnish puddings with parsley."
57,"In a blender puree shallots with the red wine vinegar until smooth. Set aside. Shuck oysters. Shucked oysters may be kept, covered with a wet towel, in the refrigerator up to an hour. Spoon about 1 teaspoon of sauce over each oyster to cover with a thin layer. Serve immediately."
58,"Preheat oven to 300 degrees F."
58,"In a large plastic bag add Worcestershire sauce, oils, dry hot mustard, salt, peppercorns and garlic. Mix and add brisket then seal making sure marinade covers all parts of the meat. Marinate for 2 hours. In a Dutch oven or roasting pan place 3 of the onion rings in a circle to form a trivet for the brisket (if using a roasting pan place all onion rings out in a single layer). Place the garlic in the spaces not occupied by the rings, then add one slab of brisket making sure to place it evenly on top of the rings. Add another layer of onion rings then the second slab of brisket (if using roasting pan, place brisket side by side in single layer on top of onons). Pour over the remaining marinade, the broth and wine in equal parts until the meat is just covered. Cover and cook for 3 hours adding the carrots and celery 30 minutes before the end of cooking. Check the brisket a few times while cooking and add salt, as needed, and broth and wine in equal parts if the level of the liquid falls below the meat. The brisket is done when it is tender to the fork and easy to pull apart."
59,"Preheat oven to 400 degrees."
59,"In a pot of boiling water blanch garlic cloves for 30 seconds. Remove to ice bath to stop cooking. Remove skins"
59,"In a small bowl, combine softened butter, lemon zest, salt and pepper. Loosen the skin of the hens by slipping your fingers between the meat and skin of the breast and legs. Rub the butter mixture under the skin of each hen. Place a fresh sage leaf under the skin on each breast half and at each leg."
59,"Place hens, head to toe, in roasting pan. Place garlic cloves inside the cavities and surrounding each hen."
59,"Roast hens for 25 to 30 minutes at 400 degrees, until juices run clear when thigh is pierced."
59,"Remove hens and garlic from roasting pan to platter. Pour off fat and juices into defatting cup."
59,"Place roasting pan over heat. Pour in 1/2 cup white wine to deglaze. Reduce until almost evaporated, scraping up the brown bits from the bottom of pan. When reduced, add 1 cup chicken stock and any juices that have settled in the defatting cup and from the platter. Mix together 2 tablespoons arrowroot and 2 tablespoons water. Add to sauce and bring to a boil to achieve full thickening power."
59,"Cut hens in half down breast bone and back bone. Serve half a hen per guest. Serve pan sauce on side."
60,"Preheat oven to 400 degrees."
60,"In a pot of boiling water blanch garlic cloves for 30 seconds. Remove to ice bath to stop cooking. Remove skins"
60,"In a small bowl, combine softened butter, lemon zest, salt and pepper. Loosen the skin of the hens by slipping your fingers between the meat and skin of the breast and legs. Rub the butter mixture under the skin of each hen. Place a fresh sage leaf under the skin on each breast half and at each leg."
60,"Place hens, head to toe, in roasting pan. Place garlic cloves inside the cavities and surrounding each hen."
60,"Roast hens for 25 to 30 minutes at 400 degrees, until juices run clear when thigh is pierced."
60,"Remove hens and garlic from roasting pan to platter. Pour off fat and juices into defatting cup. Place roasting pan over heat. Pour in 1/2 cup white wine to deglaze. Reduce until almost evaporated, scraping up the brown bits from the bottom of pan. When reduced, add 1 cup chicken stock and any juices that have settled in the defatting cup and from the platter. Mix together 2 tablespoons arrowroot and 2 tablespoons water. Add to sauce and bring to a boil to achieve full thickening power."
60,"Cut hens in half down breast bone and back bone. Serve half a hen per guest. Serve pan sauce on side."
61,"Cook the spaghetti according to the package directions. Drain and set aside."
61,"Heat the olive oil in a deep skillet over medium heat. Add the onions, and saute until lightly golden, 2 to 3 minutes. Add the meat, tomatoes and butter, if using. Bring to a boil. Season with the salt and pepper. Stir in the basil leaves. Reduce the heat to low, and cook for 20 minutes."
61,"Add the cooked pasta to the skillet, and toss well to coat. Divide among deep bowls to serve."
62,"Position an oven rack about 5 inches from the broiler element and preheat the broiler."
62,"Cut the head of escarole lengthwise through the stem-end into 4 wedges. Discard any discolored or wilted leaves. Wash the escarole wedges under cold water, being sure to wash away any dirt or grit between the leaves. Give each wedge a good shake to remove excess water and place upside down to drain in a colander."
62,"Meanwhile, whisk together the vinegar, crushed red pepper, 1/4 teaspoon salt and a few grinds of pepper in a large bowl. Slowly drizzle in 1/4 cup of the oil, whisking constantly, until blended. Stir in the raisins."
62,"Spread the panko and almonds together on a baking sheet. Toss with 1 teaspoon of the oil and a pinch of salt. Place under the broiler and toast until lightly browned, 20 to 30 seconds. Toss together and broil until golden brown, another 10 to 20 seconds. Transfer to a small bowl."
62,"Wipe off the baking sheet and drizzle generously with oil. Arrange the four escarole wedges, cut-side up, on the baking sheet. Drizzle the wedges with 1 tablespoon of the oil and sprinkle with salt and pepper. Broil until the top is browned and charred in places but the escarole is still raw underneath, 1 to 2 minutes."
62,"Drizzle a second baking sheet with oil. Arrange the chicken cutlets on the baking sheet in one layer. Sprinkle both sides with salt and pepper. Drizzle the tops of the cutlets with the remaining 2 tablespoons oil. Place in the broiler and broil until cooked through, 3 to 4 minutes."
62,"Divide the cutlets and escarole wedges among 4 plates. Spoon the raisin vinaigrette over each wedge, then top with the toasted panko and almonds."
63,"Position an oven rack about 4 inches away from the broiler heat source, and preheat. Bring 1 1/2 cups water, the butter and 1/2 teaspoon salt to a simmer in a covered medium saucepan over medium-high heat. Remove from the heat, quickly stir in the couscous and let stand, covered, for 5 minutes. Fluff the couscous with a fork, stir in the dill, cover and set aside."
63,"Meanwhile, toss the chicken, tomatoes, lemon zest and juice, olive oil, 1 teaspoon salt, oregano and 1/2 teaspoon pepper together on a rimmed baking sheet. Unfold the chicken thighs so they're covered with the marinade, and lay them as flat as possible. Broil until the chicken is cooked through and browned, 10 to 12 minutes, rotating the pan and flipping the tomatoes and chicken halfway through."
63,"Transfer two chicken thighs and a few tomatoes to each plate. Stir the pan juices into the dilled couscous. Place 1 1/4 cups of couscous on each plate, and top with a scoop of chopped cucumbers, a dollop of yogurt and a lemon wedge."
64,"Heat 2 tablespoons of the oil in a large nonstick skillet over medium-high heat. Arrange the pierogies snugly flat-side down in the skillet (there may be some overlapping). Cook until the bottoms just begin to brown, about 3 minutes. Pour in 1/2 cup of water and simmer until the pierogi dough is tender and the water has completely evaporated, 4 to 5 minutes. Lower the heat to medium and continue cooking until the bottoms are golden brown, 2 to 3 minutes more; watch carefully as they can go from golden to burnt quickly. Remove from the heat."
64,"While the pierogies cook, heat the remaining 1 tablespoon oil in a large skillet over medium heat. When the oil is shimmering, squeeze the sausage out of the casings into the skillet. Cook the sausage, stirring frequently and breaking it up into bite-size pieces, until browned, 5 to 6 minutes. Add the garlic and pepper flakes and stir until the garlic begins to brown, about 30 seconds. Stir in the broccoli. Stir in the broth, scraping the bottom of the pan to release any browned bits. Sprinkle with the Parmesan. Reduce the heat and simmer, uncovered, until the liquid is reduced by half and the broccoli is tender, 4 to 5 minutes. Remove from the heat."
64,"Transfer the pierogies to a large, shallow serving dish and top with the sausage and broccoli mixture. Toss everything to combine and sprinkle with extra Parmesan."
65,"Prepare a grill for medium-high heat."
65,"Line a baking sheet with parchment paper. Stir together the cream cheese, lemon zest, 1 tablespoon of the lemon juice, the chopped dill, a large pinch of salt and several grinds of pepper in a small mixing bowl. Set aside."
65,"Divide the pizza dough into 2 balls. Sprinkle the flour on a clean flat surface and roll each ball into an elongated crust, approximately 16 inches long and 6 inches wide. Transfer the crusts to the prepared baking sheet. Brush both sides of both crusts with 2 tablespoons of the oil and lightly sprinkle with salt."
65,"Lightly oil the grill grates. Grill the crusts until they start to puff and distinct grill marks appear, about 2 minutes. Flip and cook until just cooked through, an additional 1 to 2 minutes. Discard the used parchment paper and put the finished crusts on the baking sheet."
65,"Smear each crust with the cream cheese mixture. Shingle the smoked salmon on top making sure that each bite will have a piece of salmon. Scatter the sliced cucumbers and radishes on top of the salmon and garnish with dill fronds."
65,"Whisk together the remaining lemon juice, remaining 2 tablespoons oil and a large pinch of salt and pepper in a large bowl. Add the mesclun mix and toss to combine. Serve the pizzas family-style or cut each pizza in half and serve as individual pizzas for 4 people, with some salad on the side."
65,"Copyright 2014 Television Food Network, G.P. All rights reserved."
66,"Combine the beans, 3/4 cup water, hoisin sauce, red pepper flakes and garlic in a large skillet. Top with the broccoli, nestle in the salmon and bring to a simmer over medium heat. Once simmering, cover the skillet and cook until the salmon is flaky and just cooked through and the broccoli is crisp-tender, 5 to 6 minutes. Drizzle with lemon juice and sprinkle with cilantro if using. Add salt to taste and serve."
66,"Serves:4; Calories 297; Total Fat 9 grams; Saturated Fat 2 grams; Protein 36 grams; Total Carbohydrates 20 grams; Sugar 3 grams; Fiber 6.5 grams; Cholesterol 64 milligrams; Sodium 529 milligrams"
67,"Preheat the broiler to high. Combine the couscous, apricots and 1 tablespoon of the olive oil in a bowl. Add 1 1/4 cups very hot water, cover with plastic wrap and let sit until all of the water is absorbed and the couscous is tender, about 5 minutes."
67,"Stir together the yogurt, hummus, mint and 1 to 2 tablespoons water in another bowl. Season with salt and set aside."
67,"Toss the shrimp, tomatoes, the remaining 1 tablespoon olive oil and paprika together. Spread out on a baking sheet and broil until the shrimp is opaque and cooked through, about 4 minutes. Drizzle with the lemon juice."
67,"Fluff the couscous with a fork. Divide the shrimp and couscous among 4 plates. Scrape any of the drippings from the baking sheet into the yogurt-hummus sauce. Serve the shrimp and couscous with the sauce."
68,"Bring 3 cups of water to a boil in a medium covered saucepan over high heat. Uncover and slowly whisk in the grits, 1 teaspoon salt and 1/2 teaspoon pepper. Reduce the heat to medium low and cook, uncovered, stirring occasionally, until thickened, about 5 minutes. Remove from the heat, stir in 1 tablespoon of the butter and the Parmesan and season with salt and pepper. Cover to keep warm."
68,"Meanwhile, sprinkle the shrimp with salt and pepper. Heat the oil in a large skillet over medium-high heat. Once the oil is hot, add the shrimp in a single layer and cook until the shrimp just start to turn bright pink on the bottom, 2 to 3 minutes. Add the wine and the peas, scraping up any browned bits on the bottom of the skillet. Bring to a simmer and cook, stirring occasionally, until the shrimp are opaque and cooked through and the peas are tender, 2 to 3 minutes (if the pan gets too dry, add water 1 tablespoon at a time). Add the tomatoes and scallions and toss with the shrimp and peas. Add the remaining 4 tablespoons butter and swirl the pan until there's a thick sauce."
68,"Serve the grits on a large platter and top with the shrimp, vegetables and butter sauce."
69,"Preheat oven to 400 degrees F."
69,"In a large, oven-proof skillet, over medium heat, saute celery in 1 tablespoon butter, about 4 minutes. Remove celery and let cool."
69,"In a medium bowl, stir to combine ground sirloin, bread crumbs, au jus mix, and sauteed celery. Form into 4 patties."
